,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
1047,Financial and Data Analyst,$43K-$94K,3.8,Equity Methods,"Scottsdale, AZ","Scottsdale, AZ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Data Analyst,Scottsdale,Scottsdale
1048,Transportation Data Analyst,$43K-$94K,-1.0,Desert Choice Transport,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,Reporting Analyst,Glendale,-1
1049,Civil Engineer/GIS Data Analyst,$43K-$94K,3.7,Stantec,"Chandler, AZ","Edmonton, Canada",10000+ employees,1954,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),Data Analyst,Chandler,Edmonton
1050,IT Data Protection Analyst,$43K-$94K,3.7,CSAA Insurance Group,"Glendale, AZ","Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,Data Analyst,Glendale,Walnut Creek
1051,Business Intelligence - Data Analyst,$43K-$94K,3.8,Crisis Response Network,"Tempe, AZ","Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Business Intelligence,Tempe,Tempe
1052,"Junior Data Analyst-Phoenix, AZ",$43K-$94K,5.0,Georgia IT Inc.,"Phoenix, AZ","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),Data Analyst,Phoenix,Alpharetta
1053,"Data Analyst- San Antonio, Des Moines",$43K-$94K,4.1,Kforce,"Chandler, AZ","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Data Analyst,Chandler,Tampa
1054,Data Analyst Senior,$43K-$94K,4.1,Kineticom,"Chandler, AZ","San Diego, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Analyst Senior,Chandler,San Diego
1055,(Data Analyst) BA/BSA,$45K-$78K,4.1,InterSources Inc.,"Mesa, AZ","Fremont, CA",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Mesa,Fremont
1056,Card Data Analyst,$45K-$78K,4.0,GTN Technical Staffing,"Tempe, AZ","Dallas, TX",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Data Analyst,Tempe,Dallas
1057,"IT Data Analyst, TS/SCI with Poly",$45K-$78K,3.8,"AOC Solutions, Inc.","DC Ranch, AZ","Chantilly, VA",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Data Analyst,DC Ranch,Chantilly
1058,"Senior Analyst, Global Data Governance & Strategy",$45K-$78K,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),Data Governance,Tempe,Tempe
1059,Data Analyst with ETL tools and EDW,$45K-$78K,-1.0,LiveMindz,"Tempe, AZ","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Tempe,Dallas
1060,"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",$45K-$78K,3.1,Blue Cross Blue Shield of Arizona,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,Reporting Analyst,Phoenix,Phoenix
1061,JPSC-6986 - Data Governance Analyst,$45K-$78K,4.5,Avani Technology Solutions,"Scottsdale, AZ","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Governance,Scottsdale,Rochester
1062,Project Regulatory/Risk Data Analyst,$45K-$78K,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Reporting Analyst,Tempe,Tokyo
1063,Marketing Data Analyst Coordinator,$45K-$78K,-1.0,AUDACIOUS STUDIOS LLC,"Tempe, AZ","Tempe, AZ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Tempe,Tempe
1064,Language Data Analyst,$45K-$78K,2.8,TransPerfect,"Tempe, AZ","New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),Data Analyst,Tempe,New York
1065,Senior Analyst - Client Data,$45K-$78K,2.9,CVS Health,"Scottsdale, AZ","Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),Senior Analyst,Scottsdale,Woonsocket
1066,Data Analyst II,$41K-$78K,3.6,Greenphire,"King of Prussia, PA","King of Prussia, PA",201 to 500 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Data Analyst,King of Prussia,King of Prussia
1067,Data Analyst - Priceguide,$41K-$78K,3.6,ECRI,"Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Plymouth Meeting,Plymouth Meeting
1068,Sr Data Analyst,$41K-$78K,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Data Analyst,Blue Bell,Blue Bell
1069,Junior Data Analyst,$41K-$78K,3.2,Revantage Corporate Services,"Fort Washington, PA","Chicago, IL",201 to 500 employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,Data Analyst,Fort Washington,Chicago
1070,Sr. Data Analyst,$41K-$78K,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Data Analyst,Philadelphia,Phila
1071,Data Analyst,$41K-$78K,4.7,STRATIS IoT Inc,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1072,Data Analyst,$41K-$78K,3.9,Ampcus Incorporated,"Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Data Analyst,Philadelphia,Chantilly
1073,Data Analyst,$41K-$78K,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Wilmington,New York
1074,Data Analyst - Entry Level,$41K-$78K,-1.0,2000 east westmoreland st llc,"King of Prussia, PA",-1,-1,-1,-1,-1,-1,-1,Data Analyst,King of Prussia,-1
1075,SQL Data Analyst,$41K-$78K,3.9,Mondo,"Malvern, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Malvern,New York
1076,Data Analyst,$41K-$78K,3.8,Seer Interactive,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1077,Junior Data Analyst,$41K-$78K,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,Philadelphia,Woodridge
1078,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K,-1.0,Ernst & Young LLP,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,Multiple Positions,Philadelphia,-1
1079,Data Analyst,$41K-$78K,3.7,"Tetra Tech, Inc.","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),Data Analyst,Philadelphia,Pasadena
1080,Pharmaceutical Data Analyst,$41K-$78K,5.0,"Keen360, Inc.","Horsham, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Horsham,King of Prussia
1081,Data Analyst,$41K-$78K,3.5,"The Judge Group, Inc.","Camden, NJ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Camden,Wayne
1082,Data Analyst,$41K-$78K,3.8,Apex Systems,"Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Data Analyst,Philadelphia,Glen Allen
1083,Data Analyst,$41K-$78K,4.2,"Micro-Data Systems, Inc.","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,Philadelphia,Holmdel
1084,Data Analyst,$41K-$78K,3.3,Techligent,"Philadelphia, PA","Vienna, VA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Data Analyst,Philadelphia,Vienna
1085,Data Analyst - Data Science,$41K-$78K,3.3,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1086,Data Analyst,$41K-$78K,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Data Analyst,Philadelphia,Basking Ridge
1087,Data Reporting Analyst,$41K-$78K,3.9,Mondo,"Feasterville Trevose, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Reporting Analyst,Feasterville Trevose,New York
1088,Data Analyst,$41K-$78K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1089,Data Analyst,$41K-$78K,4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,-1,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),Data Analyst,Feasterville Trevose,Langhorne
1090,Data Analyst,$41K-$78K,3.5,Eastern Metal Recycling,"Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,-1,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),Data Analyst,Camden,Warrington
1091,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K,3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Multiple Positions,Philadelphia,London
1092,Data Analyst,$41K-$78K,3.6,Red Tettemer,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),Data Analyst,Philadelphia,Philadelphia
1093,Data Reporting Analyst,$41K-$78K,3.5,Robert Half,"Philadelphia, PA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Reporting Analyst,Philadelphia,Menlo Park
1094,"Jr. Data Analyst, Master Data",$38K-$68K,3.2,IntegriChain,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,Philadelphia,Philadelphia
1095,Data Analyst,$38K-$68K,2.4,PMHCC Inc.,"Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1096,Neuroimaging Data Analyst Junior,$38K-$68K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Analyst Junior,Philadelphia,Philadelphia
1097,Healthcare Data Analytics Analyst,$38K-$68K,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),Healthcare Data,Philadelphia,Philadelphia
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],$38K-$68K,3.5,Temple University Health System,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Security Clearance,Philadelphia,Philadelphia
1099,Business Systems/Data Analyst [Remote],$38K-$68K,-1.0,Wittij Consulting,"Philadelphia, PA","Smithfield, RI",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,Analyst Remote,Philadelphia,Smithfield
1100,CCB Risk - Fraud Risk Data Analyst - Associate,$38K-$68K,3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Data Analyst,Wilmington,New York
1101,Data Analyst,$38K-$68K,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,Philadelphia,Woodridge
1102,Analyst Data Intelligence (US),$38K-$68K,2.4,Avantor,"Radnor, PA","Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Business Intelligence,Radnor,Radnor
1103,Healthcare Data Analytics Analyst,$38K-$68K,-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,Healthcare Data,Philadelphia,-1
1104,Data Analyst,$38K-$68K,4.2,Tandigm Health LLC,"West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,West Conshohocken,West Conshohocken
1105,Clinical Data Analyst,$38K-$68K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1106,Data Analyst - Contract - W2,$38K-$68K,-1.0,Amplify Systems,"Malvern, PA","Salem, NH",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),Data Analyst,Malvern,Salem
1107,Healthcare Data Analyst,$38K-$68K,-1.0,DL Staffing Solutions,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,Healthcare Data,Philadelphia,-1
1108,"Data Analyst, Value Based Payment (VBP)",$38K-$68K,2.7,Change Healthcare,"King of Prussia, PA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Data Analyst,King of Prussia,Nashville
1109,Data Analyst - Digital Media,$38K-$68K,4.6,Bryn Mawr Communications LLC,"Wayne, PA","Wayne, PA",1 to 50 employees,-1,Company - Private,Publishing,Media,$1 to $5 million (USD),Data Analyst,Wayne,Wayne
1110,Data Strategy Analyst,$38K-$68K,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Wilmington,New York
1111,Business Data Analyst,$38K-$68K,3.5,Dextro Software Systems,"Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Data Analyst,Bensalem,Princeton Junction
1112,"Senior Data Analyst, Specialist",$38K-$68K,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Senior Analyst,Malvern,Malvern
1113,Data Analyst/Architect,$38K-$68K,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Philadelphia,Millersville
1114,Sr Data Analyst,$38K-$68K,3.9,Mondo,"Philadelphia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Philadelphia,New York
1115,Data Analyst - Contractor,$38K-$68K,3.1,ConnectiveRx,"King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Data Analyst,King of Prussia,Whippany
1116,SQL Data Analyst,$38K-$68K,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Horsham,Mc Lean
1117,Data Analyst/Records Management,$38K-$68K,3.8,"Innovative Development, LLC","Exton, PA","Harleysville, PA",51 to 200 employees,1992,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Data Management,Exton,Harleysville
1118,Senior Data Analyst,$38K-$68K,3.2,Philabundance,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,Senior Analyst,Philadelphia,Philadelphia
1119,Senior Data Analyst,$38K-$68K,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),Senior Analyst,Philadelphia,Basking Ridge
1120,Business / Data Analyst,$38K-$68K,-1.0,Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Wilmington,-1
1121,Data Analyst- Remote,$38K-$68K,-1.0,FredBeans,"Doylestown, PA",-1,-1,-1,-1,-1,-1,-1,Analyst Remote,Doylestown,-1
1122,Data Governance Analyst,$38K-$68K,3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Governance,Wayne,Houston
1123,Senior Data Analyst,$37K-$44K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Senior Analyst,Philadelphia,Philadelphia
1124,Data Analyst- Remote,$37K-$44K,1.8,"Fred Beans Parts, Inc","Doylestown, PA","Doylestown, PA",51 to 200 employees,-1,Company - Private,-1,-1,$50 to $100 million (USD),Analyst Remote,Doylestown,Doylestown
1125,Senior Healthcare Data Analyst - Multiple Positions,$37K-$44K,3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Multiple Positions,Philadelphia,Philadelphia
1126,Data Analyst D,$37K-$44K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Data Analyst,Philadelphia,Philadelphia
1127,Data Analyst,$37K-$44K,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Data Analyst,Allegheny West,El Segundo
